id,location_id,name,category,avg_rating,review_count,entry_fee,opening_hours,created_at,updated_at,latitude,longitude,description,best_season,avg_visit_time,transport,nearby_hotels,nearby_restaurants
plc-pamban-bridge,loc-rmd,Pamban Sea Bridge & Viewpoint,Historical,4.7,4200,0.00,24 Hours (Best: 06:00 - 18:00),2026-09-04 00:00:00,2026-09-04 00:00:00,9.2787,79.2143,"Pamban Sea Bridge & Viewpoint is a notable historical attraction located in Ramanathapuram, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-kalam-memorial,loc-rmd,Dr. A.P.J. Abdul Kalam National Memorial,Museum,4.8,3600,0.00,09:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,9.2809,79.231,"Dr. A.P.J. Abdul Kalam National Memorial is a notable museum attraction located in Ramanathapuram, popular among visitors exploring the region.",Year-round (indoor),1-2 hours,Accessible by city bus/auto/taxi,Budget to mid-range city hotels nearby,Multi-cuisine restaurants and cafes nearby
plc-kothandaramaswamy,loc-rmd,Kothandaramaswamy Temple Dhanushkodi,Religious,4.6,1890,0.00,06:30 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,9.21,79.38,"Kothandaramaswamy Temple Dhanushkodi is a notable religious attraction located in Ramanathapuram, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-ram-setu-point,loc-rmd,Ram Setu (Adam's Bridge) Viewpoint,Heritage,4.7,2150,0.00,07:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,9.23,79.39,"Ram Setu (Adam's Bridge) Viewpoint is a notable heritage attraction located in Ramanathapuram, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-villundi-theertham,loc-rmd,Villundi Theertham Fresh Water Spring,Beach,4.4,1680,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,9.25,79.305,"Villundi Theertham Fresh Water Spring is a notable beach attraction located in Ramanathapuram, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-ariyaman-beach,loc-rmd,Ariyaman Beach Eco Tourism Park,Beach,4.3,1950,20.00,08:00 - 18:30,2026-09-04 00:00:00,2026-09-04 00:00:00,9.268,79.218,"Ariyaman Beach Eco Tourism Park is a notable beach attraction located in Ramanathapuram, popular among visitors exploring the region.",Nov-Feb,2-3 hours,Accessible by auto/taxi; well connected to the city centre,Beachfront resorts and budget guesthouses nearby,Seafood shacks and multi-cuisine restaurants nearby
plc-kurusadai-island,loc-rmd,Kurusadai Island Marine Biosphere,Nature,4.6,780,100.00,09:00 - 15:00 (Forest boat),2026-09-04 00:00:00,2026-09-04 00:00:00,9.24,79.26,"Kurusadai Island Marine Biosphere is a notable nature attraction located in Ramanathapuram, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-annamalaiyar,loc-tvm,Arulmigu Annamalaiyar Temple,Religious,4.9,5400,0.00,"05:30 - 12:30, 15:30 - 21:30",2026-09-04 00:00:00,2026-09-04 00:00:00,12.2314,79.0684,"Arulmigu Annamalaiyar Temple is a notable religious attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-girivalam-path,loc-tvm,Arunachala Hill Girivalam Path (14 km),Religious,4.9,4100,0.00,24 Hours (Best during Full Moon),2026-09-04 00:00:00,2026-09-04 00:00:00,12.23,79.07,"Arunachala Hill Girivalam Path (14 km) is a notable religious attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-ramana-ashram,loc-tvm,Sri Ramana Maharshi Ashram,Heritage,4.8,3200,0.00,"05:30 - 12:30, 14:00 - 19:30",2026-09-04 00:00:00,2026-09-04 00:00:00,12.213,79.0625,"Sri Ramana Maharshi Ashram is a notable heritage attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-sathanur-dam,loc-tvm,Sathanur Dam & Crocodile Park,Nature,4.3,2150,15.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.2345,78.8722,"Sathanur Dam & Crocodile Park is a notable nature attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-virupaksha-cave,loc-tvm,Virupaksha Cave Arunachala,Historical,4.7,1420,0.00,08:00 - 16:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.2361,79.0612,"Virupaksha Cave Arunachala is a notable historical attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-skandasramam,loc-tvm,Skandasramam Cave Arunachala,Historical,4.7,1350,0.00,08:00 - 16:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.2375,79.0622,"Skandasramam Cave Arunachala is a notable historical attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-yogi-ashram,loc-tvm,Yogi Ramsuratkumar Ashram,Religious,4.7,1620,0.00,"06:00 - 12:00, 15:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,12.213,79.0625,"Yogi Ramsuratkumar Ashram is a notable religious attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-javadi-hills,loc-tvm,Javadi Hills Forest Reserve,Nature,4.4,980,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.25,78.83,"Javadi Hills Forest Reserve is a notable nature attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-beemanmadavu,loc-tvm,Beemanmadavu Waterfalls,Nature,4.3,740,0.00,08:00 - 16:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.22,79.02,"Beemanmadavu Waterfalls is a notable nature attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-parvathamalai,loc-tvm,Parvathamalai Hill Shivan Temple Trail,Nature,4.8,1890,0.00,24 Hours (Night trek popular),2026-09-04 00:00:00,2026-09-04 00:00:00,12.31,79.07,"Parvathamalai Hill Shivan Temple Trail is a notable nature attraction located in Tiruvannamalai, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-nellaiappar,loc-tnv,Arulmigu Nellaiappar Temple,Religious,4.8,4200,0.00,"06:00 - 12:30, 16:30 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,8.7219,77.7069,"Arulmigu Nellaiappar Temple is a notable religious attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Mar,1.0 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-manimuthar-falls,loc-tnv,Manimuthar Waterfalls & Dam,Nature,4.5,2350,25.00,08:00 - 16:30,2026-09-04 00:00:00,2026-09-04 00:00:00,8.82,77.38,"Manimuthar Waterfalls & Dam is a notable nature attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-agasthiyar-falls,loc-tnv,Papanasam Agasthiyar Waterfalls,Nature,4.6,2600,20.00,07:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.66,77.3,"Papanasam Agasthiyar Waterfalls is a notable nature attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-kmtr-tiger,loc-tnv,Kalakkad Mundanthurai Tiger Reserve,Nature,4.6,1120,50.00,07:00 - 16:00 (Checkpost permit),2026-09-04 00:00:00,2026-09-04 00:00:00,8.55,77.35,"Kalakkad Mundanthurai Tiger Reserve is a notable nature attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-krishnapuram,loc-tnv,Krishnapuram Venkatachalapathy Temple,Heritage,4.7,1350,0.00,"07:00 - 11:30, 17:00 - 20:00",2026-09-04 00:00:00,2026-09-04 00:00:00,8.718,77.705,"Krishnapuram Venkatachalapathy Temple is a notable heritage attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Mar,2-3 hours,Accessible by bus/auto/taxi; well connected via nearest highway,Heritage havelis to budget hotels available nearby,Local and multi-cuisine restaurants nearby
plc-science-centre-tnv,loc-tnv,District Science Centre Tirunelveli,Museum,4.3,1420,25.00,10:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,8.73,77.71,"District Science Centre Tirunelveli is a notable museum attraction located in Tirunelveli, popular among visitors exploring the region.",Year-round (indoor),1-2 hours,Accessible by city bus/auto/taxi,Budget to mid-range city hotels nearby,Multi-cuisine restaurants and cafes nearby
plc-uvari-church,loc-tnv,Uvari Kappal Matha Church,Religious,4.7,1850,0.00,05:30 - 20:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.35,78.03,"Uvari Kappal Matha Church is a notable religious attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-manjolai,loc-tnv,Manjolai Tea Estate Hills,Nature,4.6,980,0.00,08:00 - 15:00 (Entry pass required),2026-09-04 00:00:00,2026-09-04 00:00:00,8.57,77.3,"Manjolai Tea Estate Hills is a notable nature attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-koonthankulam,loc-tnv,Koonthankulam Bird Sanctuary,Nature,4.4,850,10.00,08:00 - 17:00 (Seasonal),2026-09-04 00:00:00,2026-09-04 00:00:00,8.6,77.75,"Koonthankulam Bird Sanctuary is a notable nature attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-trinity-cathedral,loc-tnv,Holy Trinity Cathedral Palayamkottai,Religious,4.5,720,0.00,06:00 - 19:30,2026-09-04 00:00:00,2026-09-04 00:00:00,8.72,77.735,"Holy Trinity Cathedral Palayamkottai is a notable religious attraction located in Tirunelveli, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-courtallam-main,loc-tks,Courtallam Main Waterfalls,Nature,4.6,4100,0.00,06:00 - 18:30 (Monsoon season),2026-09-04 00:00:00,2026-09-04 00:00:00,8.9313,77.2733,"Courtallam Main Waterfalls is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-five-falls,loc-tks,Five Falls (Aintharuvi) Courtallam,Nature,4.6,3800,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.9313,77.2733,"Five Falls (Aintharuvi) Courtallam is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-old-courtallam,loc-tks,Old Courtallam Falls (Pazhaya Aruvi),Nature,4.5,2600,0.00,06:30 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.9367,77.2675,"Old Courtallam Falls (Pazhaya Aruvi) is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-kasi-viswanathar,loc-tks,Kasi Viswanathar Temple Tenkasi,Religious,4.8,2450,0.00,"06:00 - 12:30, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,8.96,77.313,"Kasi Viswanathar Temple Tenkasi is a notable religious attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-tiger-falls,loc-tks,Tiger Falls (Puli Aruvi),Nature,4.3,1650,0.00,07:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.935,77.268,"Tiger Falls (Puli Aruvi) is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-gundar-dam,loc-tks,Gundar Dam & Eco Park Sengottai,Nature,4.4,1420,10.00,08:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,8.9,77.34,"Gundar Dam & Eco Park Sengottai is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-shenbaga-falls,loc-tks,Shenbaga Devi Falls Trail,Nature,4.5,890,0.00,07:00 - 16:00 (Forest trek),2026-09-04 00:00:00,2026-09-04 00:00:00,8.87,77.24,"Shenbaga Devi Falls Trail is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-thirumalai-kovil,loc-tks,Thirumalai Kovil Panpoli,Religious,4.8,1920,0.00,"06:00 - 13:00, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,8.92,77.29,"Thirumalai Kovil Panpoli is a notable religious attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-ayikudi-balan,loc-tks,Ayikudi Balasubramanya Swamy Temple,Religious,4.7,1150,0.00,"06:00 - 12:00, 17:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,8.91,77.28,"Ayikudi Balasubramanya Swamy Temple is a notable religious attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-honey-falls,loc-tks,Honey Falls (Thenaruvi),Nature,4.6,740,0.00,07:00 - 14:00 (Permit required),2026-09-04 00:00:00,2026-09-04 00:00:00,8.932,77.274,"Honey Falls (Thenaruvi) is a notable nature attraction located in Tenkasi, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-yercaud-lake,loc-slm,Yercaud Lake & Emerald Park,Nature,4.4,3600,20.00,08:30 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.777,78.206,"Yercaud Lake & Emerald Park is a notable nature attraction located in Salem, popular among visitors exploring the region.",Oct-Feb,1.0 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-pagoda-point,loc-slm,Pagoda Point Yercaud,Nature,4.4,2450,0.00,06:00 - 19:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.77,78.21,"Pagoda Point Yercaud is a notable nature attraction located in Salem, popular among visitors exploring the region.",Oct-Feb,1.0 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-ladys-seat,loc-slm,Lady's Seat & Viewpoint,Nature,4.3,2800,10.00,07:00 - 19:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.7678,78.2109,"Lady's Seat & Viewpoint is a notable nature attraction located in Salem, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-kiliyur-falls,loc-slm,Kiliyur Waterfalls Yercaud,Nature,4.3,1950,0.00,08:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,11.784,78.234,"Kiliyur Waterfalls Yercaud is a notable nature attraction located in Salem, popular among visitors exploring the region.",Oct-Feb,1.0 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-shevaroy-temple,loc-slm,Shevaroy Temple & Cave Peak,Religious,4.6,1820,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.796,78.22,"Shevaroy Temple & Cave Peak is a notable religious attraction located in Salem, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kottai-mariamman,loc-slm,Kottai Mariamman Temple Salem,Religious,4.7,2150,0.00,"06:00 - 12:00, 16:30 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,11.6643,78.146,"Kottai Mariamman Temple Salem is a notable religious attraction located in Salem, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-kurumbapatti,loc-slm,Kurumbapatti Zoological Park,Nature,4.2,1450,20.00,09:00 - 17:00 (Closed Tuesdays),2026-09-04 00:00:00,2026-09-04 00:00:00,11.6413,78.2105,"Kurumbapatti Zoological Park is a notable nature attraction located in Salem, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-1008-shiva,loc-slm,1008 Shiva Temple Ariyanoor,Religious,4.6,1920,0.00,"06:30 - 12:30, 16:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,11.59,78.18,"1008 Shiva Temple Ariyanoor is a notable religious attraction located in Salem, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-mettur-dam,loc-slm,Mettur Dam & Stanley Reservoir,Historical,4.5,3950,10.00,09:00 - 17:30,2026-09-04 00:00:00,2026-09-04 00:00:00,11.79,77.802,"Mettur Dam & Stanley Reservoir is a notable historical attraction located in Salem, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-mettur-park,loc-slm,Mettur Dam Pavalamani Park,Nature,4.2,1680,15.00,09:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,11.79,77.802,"Mettur Dam Pavalamani Park is a notable nature attraction located in Salem, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-vellore-fort,loc-vel,Vellore Fort & Moat,Historical,4.6,4100,0.00,08:00 - 18:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.9213,79.1325,"Vellore Fort & Moat is a notable historical attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi,Heritage and budget hotels available in the vicinity,Local and multi-cuisine restaurants nearby
plc-golden-temple,loc-vel,Sri Lakshmi Narayani Golden Temple (Sripuram),Religious,4.8,5400,0.00,07:00 - 20:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.8665,79.0699,"Sri Lakshmi Narayani Golden Temple (Sripuram) is a notable religious attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-jalakandeswarar,loc-vel,Jalakandeswarar Temple Fort,Religious,4.8,2950,0.00,"06:30 - 13:00, 17:00 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,12.9215,79.1327,"Jalakandeswarar Temple Fort is a notable religious attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-museum-vellore,loc-vel,Government Museum Vellore Fort,Museum,4.3,870,10.00,09:30 - 17:00 (Closed Fridays),2026-09-04 00:00:00,2026-09-04 00:00:00,12.9213,79.1325,"Government Museum Vellore Fort is a notable museum attraction located in Vellore, popular among visitors exploring the region.",Year-round (indoor),1-2 hours,Accessible by city bus/auto/taxi,Budget to mid-range city hotels nearby,Multi-cuisine restaurants and cafes nearby
plc-amirthi-zoo,loc-vel,Amirthi Zoological Forest Park,Nature,4.2,1680,20.00,08:30 - 17:00 (Closed Tuesdays),2026-09-04 00:00:00,2026-09-04 00:00:00,12.7785,79.0834,"Amirthi Zoological Forest Park is a notable nature attraction located in Vellore, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-assumption-church,loc-vel,Assumption Cathedral Church Bell Tower,Religious,4.5,620,0.00,06:00 - 19:30,2026-09-04 00:00:00,2026-09-04 00:00:00,12.9277,79.1338,"Assumption Cathedral Church Bell Tower is a notable religious attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-mordhana-dam,loc-vel,Mordhana Dam & Valley,Nature,4.3,950,0.00,08:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.75,78.6,"Mordhana Dam & Valley is a notable nature attraction located in Vellore, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-virinjipuram,loc-vel,Margabandeeswarar Temple Virinjipuram,Religious,4.7,1450,0.00,"06:00 - 12:00, 16:30 - 20:00",2026-09-04 00:00:00,2026-09-04 00:00:00,12.9561,79.1517,"Margabandeeswarar Temple Virinjipuram is a notable religious attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-vallimalai,loc-vel,Vallimalai Subramaniyar Temple,Religious,4.6,1120,0.00,06:00 - 18:00,2026-09-04 00:00:00,2026-09-04 00:00:00,12.88,79.17,"Vallimalai Subramaniyar Temple is a notable religious attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-padavedu,loc-vel,Padavedu Renugambal Temple,Religious,4.7,1350,0.00,"06:00 - 13:00, 15:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,12.48,79.14,"Padavedu Renugambal Temple is a notable religious attraction located in Vellore, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-meghamalai,loc-tni,Meghamalai Highwavys Tea Plateau,Nature,4.7,2850,0.00,24 Hours (Forest transit),2026-09-04 00:00:00,2026-09-04 00:00:00,9.625,77.44,"Meghamalai Highwavys Tea Plateau is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-suruli-falls,loc-tni,Suruli Waterfalls & Caves,Nature,4.5,3100,20.00,07:00 - 17:00,2026-09-04 00:00:00,2026-09-04 00:00:00,9.81,77.45,"Suruli Waterfalls & Caves is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-kumbakkarai,loc-tni,Kumbakkarai Waterfalls,Nature,4.4,2400,15.00,08:00 - 16:30,2026-09-04 00:00:00,2026-09-04 00:00:00,10.22,77.46,"Kumbakkarai Waterfalls is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-chinna-suruli,loc-tni,Chinna Suruli Waterfalls Kombaithozhu,Nature,4.4,1280,10.00,08:00 - 16:00,2026-09-04 00:00:00,2026-09-04 00:00:00,9.85,77.42,"Chinna Suruli Waterfalls Kombaithozhu is a notable nature attraction located in Theni, popular among visitors exploring the region.",Oct-Feb,2-4 hours,Accessible by taxi/private vehicle; some stretches need trekking,Resorts and homestays available nearby,Local eateries and resort restaurants nearby
plc-kuchanur,loc-tni,Kuchanur Saneeswara Bhagavan Temple,Religious,4.7,1920,0.00,"06:00 - 12:30, 16:30 - 20:30",2026-09-04 00:00:00,2026-09-04 00:00:00,9.88,77.52,"Kuchanur Saneeswara Bhagavan Temple is a notable religious attraction located in Theni, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
plc-veerapandi,loc-tni,Veerapandi Gowmariamman Temple,Religious,4.7,1850,0.00,"05:30 - 13:00, 16:00 - 21:00",2026-09-04 00:00:00,2026-09-04 00:00:00,10.0,77.48,"Veerapandi Gowmariamman Temple is a notable religious attraction located in Theni, popular among visitors exploring the region.",Oct-Mar,1-2 hours,Accessible by local bus/auto/taxi from the nearest town centre,Budget to mid-range hotels and lodges available nearby,Local vegetarian and South Indian eateries nearby
